orderID,orderDate,shipDate,shipMode,segment,custID,storeID,isReturned
ES-2019-3566481,2019-04-10,2019-04-16,Standard Class,Home Office,VP-21730,1665,0
ES-2019-3569748,2019-06-22,2019-06-26,Standard Class,Home Office,PB-18805,1884,0
ES-2019-3596491,2019-09-08,2019-09-10,First Class,Corporate,JM-15265,1756,0
ES-2019-3603495,2019-06-26,2019-06-30,Standard Class,Home Office,TN-21040,1990,0
ES-2019-3605781,2019-07-05,2019-07-10,Second Class,Corporate,DJ-13420,1665,0
ES-2019-3610099,2019-10-18,2019-10-25,Standard Class,Corporate,NS-18640,2309,0
ES-2019-3610510,2019-10-10,2019-10-12,Second Class,Consumer,RW-19690,2303,0
ES-2019-3613797,2019-03-21,2019-03-26,Second Class,Corporate,JG-15310,1717,0
ES-2019-3625782,2019-12-21,2019-12-21,Same Day,Consumer,JD-15790,2260,0
ES-2019-3631542,2019-10-05,2019-10-11,Standard Class,Consumer,RD-19480,1675,1
ES-2019-3637062,2019-09-05,2019-09-07,Second Class,Consumer,IG-15085,1615,0
ES-2019-3637663,2019-06-07,2019-06-12,Second Class,Corporate,AG-10495,1911,0
ES-2019-3640830,2019-01-19,2019-01-19,Same Day,Corporate,GZ-14545,1634,0
ES-2019-3658529,2019-06-08,2019-06-09,First Class,Corporate,KD-16495,1706,0
ES-2019-3661014,2019-11-07,2019-11-08,First Class,Consumer,RA-19945,1859,0
ES-2019-3667418,2019-05-01,2019-05-06,Standard Class,Consumer,BD-11770,2567,0
ES-2019-3675354,2019-12-19,2019-12-23,Standard Class,Home Office,MP-18175,2307,0
ES-2019-3676966,2019-10-28,2019-11-02,Standard Class,Corporate,ML-18040,1916,0
ES-2019-3679676,2019-11-20,2019-11-24,Standard Class,Home Office,EM-14200,1706,1
ES-2019-3697227,2019-10-23,2019-10-27,Standard Class,Corporate,JR-16210,1944,1
ES-2019-3699074,2019-06-29,2019-06-29,Same Day,Consumer,TR-21325,1706,0
ES-2019-3704890,2019-09-20,2019-09-23,Second Class,Consumer,AA-10645,1746,0
ES-2019-3710236,2019-04-10,2019-04-14,Standard Class,Consumer,AJ-10960,1611,0
ES-2019-3714969,2019-10-16,2019-10-23,Standard Class,Corporate,YC-21895,2234,0
ES-2019-3715659,2019-06-07,2019-06-12,Second Class,Corporate,RP-19270,1665,1
ES-2019-3725853,2019-11-11,2019-11-16,Standard Class,Corporate,EM-13825,2220,0
ES-2019-3738573,2019-03-06,2019-03-10,Standard Class,Home Office,BC-11125,2325,0
ES-2019-3748239,2019-03-18,2019-03-23,Second Class,Consumer,RD-19585,1817,0
ES-2019-3750420,2019-12-04,2019-12-09,Standard Class,Home Office,MG-17680,1636,0
ES-2019-3755574,2019-11-11,2019-11-16,Standard Class,Consumer,PO-18850,2326,0
ES-2019-3757629,2019-01-28,2019-02-01,Standard Class,Consumer,AG-10900,1942,0
ES-2019-3761154,2019-07-26,2019-07-31,Standard Class,Corporate,ON-18715,1660,0
ES-2019-3761208,2019-08-07,2019-08-11,Standard Class,Consumer,AZ-10750,2355,0
ES-2019-3770269,2019-04-04,2019-04-09,Standard Class,Home Office,CL-12700,2162,0
ES-2019-3770443,2019-04-11,2019-04-17,Standard Class,Consumer,TB-21625,1799,0
ES-2019-3774101,2019-09-13,2019-09-16,Second Class,Corporate,CS-11845,2112,0
ES-2019-3777672,2019-09-13,2019-09-18,Standard Class,Corporate,HM-14860,1698,0
ES-2019-3778678,2019-08-02,2019-08-04,First Class,Consumer,EB-13930,1688,0
ES-2019-3791638,2019-06-15,2019-06-20,Second Class,Home Office,CA-12055,1940,0
ES-2019-3797337,2019-06-08,2019-06-10,First Class,Home Office,JP-16135,1605,0
ES-2019-3798841,2019-10-05,2019-10-07,Second Class,Home Office,HP-14815,1891,0
ES-2019-3800712,2019-07-19,2019-07-19,Same Day,Consumer,LL-16840,1698,0
ES-2019-3802742,2019-07-19,2019-07-25,Standard Class,Consumer,RA-19285,1665,0
ES-2019-3804736,2019-11-30,2019-12-05,Standard Class,Corporate,SH-19975,1817,0
ES-2019-3820035,2019-12-18,2019-12-22,Standard Class,Corporate,BT-11395,2115,0
ES-2019-3831961,2019-08-24,2019-08-30,Standard Class,Corporate,YS-21880,1891,0
ES-2019-3840924,2019-04-21,2019-04-25,Standard Class,Corporate,FC-14335,1762,0
ES-2019-3846568,2019-06-26,2019-06-30,Standard Class,Consumer,DB-13405,1793,0
ES-2019-3863050,2019-03-03,2019-03-05,Second Class,Corporate,SF-20965,1627,0
ES-2019-3866726,2019-11-14,2019-11-18,Standard Class,Corporate,AG-10300,2343,0
ES-2019-3868505,2019-01-17,2019-01-19,Second Class,Home Office,PN-18775,2282,0
ES-2019-3869925,2019-09-06,2019-09-10,Standard Class,Corporate,HG-14965,2078,0
ES-2019-3874971,2019-08-16,2019-08-23,Standard Class,Consumer,TM-21490,1675,0
ES-2019-3876252,2019-09-04,2019-09-07,First Class,Corporate,HM-14860,2026,0
ES-2019-3876322,2019-09-07,2019-09-09,Second Class,Consumer,PG-18820,1868,0
ES-2019-3876991,2019-11-21,2019-11-26,Standard Class,Consumer,MO-17950,1883,0
ES-2019-3877819,2019-09-28,2019-10-02,Standard Class,Home Office,AS-10630,2265,0
ES-2019-3883009,2019-11-30,2019-12-04,Standard Class,Consumer,WB-21850,1854,0
ES-2019-3884977,2019-12-19,2019-12-23,Second Class,Corporate,DG-13300,1626,0
ES-2019-3898439,2019-03-24,2019-03-29,Standard Class,Corporate,AG-10525,1739,0
ES-2019-3905102,2019-06-09,2019-06-14,Standard Class,Consumer,SP-20920,1706,0
ES-2019-3944475,2019-06-30,2019-07-05,Standard Class,Consumer,SC-20725,1665,0
ES-2019-3945862,2019-12-28,2020-01-02,Second Class,Home Office,TC-21475,2050,0
ES-2019-3947984,2019-06-22,2019-06-26,Standard Class,Consumer,RH-19600,1681,0
ES-2019-3954494,2019-12-08,2019-12-08,Same Day,Corporate,GG-14650,1877,0
ES-2019-3985890,2019-12-27,2019-12-31,Standard Class,Corporate,MC-17425,1628,0
ES-2019-3987473,2019-04-10,2019-04-14,Standard Class,Consumer,PB-19150,2081,0
ES-2019-4002217,2019-11-28,2019-12-04,Standard Class,Corporate,SC-20230,1654,0
ES-2019-4003155,2019-09-30,2019-10-02,Second Class,Corporate,VB-21745,1977,0
ES-2019-4007496,2019-03-28,2019-04-02,Second Class,Home Office,RB-19465,1909,1
ES-2019-4014694,2019-01-31,2019-02-05,Second Class,Home Office,DB-13360,2159,0
ES-2019-4018910,2019-11-06,2019-11-11,Standard Class,Consumer,SB-20185,2344,0
ES-2019-4021910,2019-05-15,2019-05-19,Standard Class,Corporate,JP-15460,1906,0
ES-2019-4026260,2019-06-19,2019-06-26,Standard Class,Consumer,BD-11725,2398,0
ES-2019-4047647,2019-08-09,2019-08-11,Second Class,Corporate,MC-17605,1759,0
ES-2019-4070273,2019-11-17,2019-11-21,Standard Class,Consumer,MS-17365,1611,0
ES-2019-4070290,2019-12-28,2019-12-30,First Class,Consumer,FM-14380,1893,0
ES-2019-4070333,2019-11-18,2019-11-22,Standard Class,Consumer,IL-15100,1848,0
ES-2019-4071187,2019-05-19,2019-05-19,Same Day,Consumer,TD-20995,1682,0
ES-2019-4072999,2019-03-20,2019-03-22,First Class,Consumer,DK-12985,1865,0
ES-2019-4076315,2019-11-24,2019-11-29,Standard Class,Corporate,AJ-10795,1734,0
ES-2019-4079399,2019-11-23,2019-11-25,First Class,Consumer,JJ-15445,2291,1
ES-2019-4080677,2019-06-19,2019-06-25,Standard Class,Consumer,GH-14665,1930,0
ES-2019-4087601,2019-08-17,2019-08-22,Standard Class,Consumer,TB-21280,1771,0
ES-2019-4099024,2019-08-15,2019-08-19,Standard Class,Consumer,JL-15835,1633,0
ES-2019-4100273,2019-09-12,2019-09-17,Standard Class,Corporate,YS-21880,1709,0
ES-2019-4101342,2019-04-01,2019-04-06,Standard Class,Corporate,ES-14080,2331,0
ES-2019-4108483,2019-06-19,2019-06-21,Second Class,Consumer,SJ-20500,2387,0
ES-2019-4122602,2019-12-16,2019-12-17,Same Day,Corporate,CB-12535,2446,0
ES-2019-4124732,2019-08-16,2019-08-20,Second Class,Consumer,JP-15520,1654,0
ES-2019-4128168,2019-08-31,2019-09-05,Second Class,Consumer,JE-15745,1817,0
ES-2019-4130389,2019-09-21,2019-09-25,Standard Class,Corporate,FA-14230,2150,0
ES-2019-4132905,2019-02-03,2019-02-08,Second Class,Consumer,RK-19300,1960,0
ES-2019-4133534,2019-02-07,2019-02-11,Standard Class,Consumer,AH-10585,2153,0
ES-2019-4135180,2019-11-13,2019-11-18,Standard Class,Consumer,AJ-10960,1637,0
ES-2019-4138789,2019-10-31,2019-11-04,Standard Class,Corporate,SG-20890,2069,0
ES-2019-4139746,2019-05-09,2019-05-14,Second Class,Corporate,JR-16210,1787,0
ES-2019-4141764,2019-08-11,2019-08-15,Standard Class,Corporate,SC-20770,1680,0
ES-2019-4147201,2019-09-23,2019-09-28,Standard Class,Corporate,LO-17170,2027,0
ES-2019-4159779,2019-03-28,2019-03-28,Same Day,Home Office,CR-12820,1636,0
ES-2019-4160852,2019-03-03,2019-03-08,Second Class,Corporate,YC-21895,1794,0
ES-2019-4180291,2019-09-21,2019-09-25,Standard Class,Corporate,AS-10045,2267,0
ES-2019-4192199,2019-06-27,2019-06-27,Same Day,Consumer,MC-17275,1658,0
ES-2019-4193401,2019-12-07,2019-12-12,Standard Class,Consumer,GT-14710,1654,1
ES-2019-4198217,2019-11-14,2019-11-18,Standard Class,Consumer,ST-20530,1665,0
ES-2019-4203057,2019-09-07,2019-09-09,Second Class,Consumer,RO-19780,1654,0
ES-2019-4207693,2019-07-04,2019-07-08,Standard Class,Corporate,KS-16300,1884,0
ES-2019-4227357,2019-04-17,2019-04-22,Standard Class,Consumer,MG-18145,2473,0
ES-2019-4228050,2019-06-09,2019-06-14,Standard Class,Corporate,GG-14650,2126,0
ES-2019-4229401,2019-11-11,2019-11-15,Standard Class,Consumer,RB-19330,2637,0
ES-2019-4245043,2019-12-20,2019-12-23,Second Class,Consumer,SC-20095,1945,0
ES-2019-4250639,2019-03-23,2019-03-27,Standard Class,Consumer,DP-13165,1996,1
ES-2019-4262663,2019-10-31,2019-11-02,First Class,Consumer,PR-18880,1806,0
ES-2019-4263971,2019-06-13,2019-06-17,Standard Class,Consumer,AB-10105,2528,0
ES-2019-4269542,2019-12-01,2019-12-06,Standard Class,Home Office,NZ-18565,1755,0
ES-2019-4272278,2019-11-14,2019-11-18,Standard Class,Consumer,TG-21640,2026,0
ES-2019-4279457,2019-11-16,2019-11-21,Second Class,Consumer,BE-11410,1893,0
ES-2019-4282810,2019-11-15,2019-11-17,First Class,Corporate,NB-18655,1628,0
ES-2019-4286133,2019-09-05,2019-09-09,Standard Class,Consumer,SP-20920,1885,1
ES-2019-4287995,2019-06-20,2019-06-25,Standard Class,Consumer,KH-16360,1636,0
ES-2019-4291867,2019-03-13,2019-03-19,Standard Class,Consumer,AB-10015,2648,0
ES-2019-4293573,2019-03-04,2019-03-10,Standard Class,Corporate,BW-11110,2010,0
ES-2019-4306010,2019-02-24,2019-02-26,First Class,Corporate,PB-19210,1935,0
ES-2019-4307683,2019-12-28,2020-01-02,Standard Class,Consumer,BS-11665,1698,0
ES-2019-4311074,2019-11-01,2019-11-05,Standard Class,Consumer,KD-16270,1674,0
ES-2019-4319979,2019-10-20,2019-10-22,First Class,Home Office,BC-11125,2094,0
ES-2019-4329367,2019-12-15,2019-12-17,Second Class,Home Office,EM-14200,2267,0
ES-2019-4331653,2019-11-21,2019-11-26,Standard Class,Home Office,CH-12070,1633,0
ES-2019-4335676,2019-12-06,2019-12-12,Standard Class,Corporate,JG-15805,1611,0
ES-2019-4346320,2019-08-10,2019-08-14,Standard Class,Consumer,RA-19945,1803,0
ES-2019-4352460,2019-11-07,2019-11-08,First Class,Corporate,DW-13585,1665,0
ES-2019-4362177,2019-08-30,2019-08-31,First Class,Consumer,RD-19585,1654,0
ES-2019-4379168,2019-02-23,2019-02-27,Standard Class,Consumer,DV-13465,1935,1
ES-2019-4400520,2019-06-07,2019-06-14,Standard Class,Home Office,JP-16135,1606,0
ES-2019-4406013,2019-08-05,2019-08-08,First Class,Home Office,FC-14245,2504,0
ES-2019-4411026,2019-11-11,2019-11-18,Standard Class,Consumer,AB-10150,1614,0
ES-2019-4424003,2019-12-22,2019-12-22,Same Day,Consumer,SJ-20215,1799,0
ES-2019-4430401,2019-08-10,2019-08-15,Standard Class,Consumer,ES-14020,1806,0
ES-2019-4435180,2019-07-12,2019-07-16,Standard Class,Consumer,NP-18325,1640,0
ES-2019-4442950,2019-12-30,2020-01-05,Standard Class,Corporate,DW-13585,2344,0
ES-2019-4445402,2019-02-03,2019-02-07,Standard Class,Consumer,JB-16000,1863,0
ES-2019-4448528,2019-10-23,2019-10-27,Second Class,Consumer,TM-21010,1934,0
ES-2019-4457462,2019-12-13,2019-12-15,First Class,Corporate,GT-14635,1675,0
ES-2019-4485887,2019-05-22,2019-05-26,Second Class,Consumer,EM-13960,1693,1
ES-2019-4487119,2019-12-22,2019-12-24,First Class,Consumer,RD-19720,2567,0
ES-2019-4487516,2019-08-09,2019-08-13,Standard Class,Consumer,MT-17815,1636,0
ES-2019-4490883,2019-11-06,2019-11-10,Standard Class,Consumer,FO-14305,1675,0
ES-2019-4508011,2019-09-29,2019-10-05,Standard Class,Consumer,BD-11500,2343,0
ES-2019-4527901,2019-12-23,2019-12-28,Second Class,Consumer,JG-15160,1785,0
ES-2019-4541942,2019-11-27,2019-12-01,Standard Class,Consumer,SE-20110,2029,0
ES-2019-4549533,2019-03-29,2019-03-31,Second Class,Consumer,DL-13330,1858,0
ES-2019-4551093,2019-08-03,2019-08-07,Standard Class,Corporate,KH-16690,2223,0
ES-2019-4552650,2019-09-01,2019-09-04,Second Class,Consumer,TG-21310,2201,0
ES-2019-4556851,2019-06-20,2019-06-22,First Class,Consumer,IG-15085,1807,0
ES-2019-4558645,2019-11-17,2019-11-23,Standard Class,Consumer,BG-11035,2514,0
ES-2019-4567263,2019-08-24,2019-08-28,Standard Class,Consumer,JF-15415,1755,0
ES-2019-4572658,2019-07-15,2019-07-20,Standard Class,Corporate,CJ-11875,1674,0
ES-2019-4574908,2019-10-27,2019-10-27,Same Day,Home Office,EH-14125,1628,0
ES-2019-4586069,2019-11-30,2019-12-05,Standard Class,Consumer,SC-20725,2026,0
ES-2019-4586186,2019-11-09,2019-11-13,Standard Class,Consumer,LW-17215,2218,0
ES-2019-4589770,2019-11-22,2019-11-25,Second Class,Consumer,MT-17815,1868,0
ES-2019-4594958,2019-09-11,2019-09-17,Standard Class,Corporate,DH-13075,1892,0
ES-2019-4602933,2019-02-09,2019-02-14,Standard Class,Consumer,AH-10210,1788,0
ES-2019-4604882,2019-11-10,2019-11-15,Standard Class,Consumer,ML-18265,2401,0
ES-2019-4610139,2019-12-12,2019-12-17,Standard Class,Consumer,ZD-21925,2648,0
ES-2019-4616664,2019-03-23,2019-03-26,Second Class,Home Office,JB-16045,1982,0
ES-2019-4620972,2019-12-21,2019-12-25,Standard Class,Consumer,AR-10570,1798,0
ES-2019-4621754,2019-07-24,2019-07-29,Standard Class,Consumer,BH-11710,1665,0
ES-2019-4632904,2019-10-30,2019-11-05,Standard Class,Consumer,AT-10735,2594,0
ES-2019-4633993,2019-09-29,2019-10-02,Second Class,Consumer,BT-11440,1723,0
ES-2019-4635011,2019-07-13,2019-07-15,First Class,Consumer,CS-11950,2216,0
ES-2019-4641801,2019-10-12,2019-10-16,Standard Class,Corporate,AS-10045,2202,0
ES-2019-4644458,2019-06-10,2019-06-14,Standard Class,Consumer,SC-20800,1628,0
ES-2019-4647281,2019-08-10,2019-08-10,Same Day,Corporate,CC-12610,2013,0
ES-2019-4656026,2019-04-08,2019-04-12,Standard Class,Consumer,JE-15715,2018,0
ES-2019-4656254,2019-08-14,2019-08-20,Standard Class,Home Office,DA-13450,2481,0
ES-2019-4657302,2019-08-11,2019-08-13,First Class,Consumer,JF-15190,2050,0
ES-2019-4662036,2019-08-02,2019-08-06,Standard Class,Consumer,GH-14425,2414,1
ES-2019-4668554,2019-04-21,2019-04-23,Second Class,Corporate,SH-20635,1899,0
ES-2019-4677834,2019-04-11,2019-04-11,Same Day,Consumer,AB-10165,2166,0
ES-2019-4681472,2019-06-12,2019-06-17,Second Class,Consumer,JS-15880,1841,0
ES-2019-4687979,2019-09-02,2019-09-06,Standard Class,Home Office,SD-20485,1654,0
ES-2019-4698340,2019-09-01,2019-09-02,First Class,Consumer,HF-14995,1633,0
ES-2019-4702768,2019-10-31,2019-11-05,Standard Class,Home Office,FM-14290,1607,0
ES-2019-4711076,2019-12-11,2019-12-18,Standard Class,Consumer,JF-15190,2105,0
ES-2019-4711472,2019-05-18,2019-05-23,Standard Class,Corporate,CJ-11875,2090,0
ES-2019-4717022,2019-08-17,2019-08-22,Standard Class,Consumer,JL-15850,2647,1
ES-2019-4718408,2019-08-04,2019-08-08,Standard Class,Consumer,SS-20590,1662,0
ES-2019-4718907,2019-12-15,2019-12-19,Standard Class,Consumer,TP-21130,1628,0
ES-2019-4727188,2019-03-30,2019-04-01,First Class,Consumer,SC-20725,1911,0
ES-2019-4730842,2019-07-26,2019-07-30,Standard Class,Consumer,SC-20305,2363,0
ES-2019-4736606,2019-02-28,2019-03-04,Standard Class,Consumer,NP-18325,1963,0
ES-2019-4741068,2019-05-01,2019-05-07,Standard Class,Home Office,MA-17995,1608,0
ES-2019-4741193,2019-04-25,2019-04-29,Standard Class,Consumer,GM-14500,2271,0
ES-2019-4765389,2019-12-27,2019-12-29,Second Class,Consumer,NM-18520,2207,0
ES-2019-4769211,2019-09-13,2019-09-17,Standard Class,Consumer,DL-13330,2654,0
ES-2019-4784843,2019-04-04,2019-04-06,First Class,Consumer,RH-19600,1636,0
ES-2019-4797383,2019-09-25,2019-09-29,Second Class,Corporate,DG-13300,1611,0
ES-2019-4802903,2019-12-13,2019-12-15,First Class,Consumer,TR-21325,2509,0
ES-2019-4803808,2019-08-11,2019-08-15,Standard Class,Corporate,YS-21880,1916,0
ES-2019-4804562,2019-11-04,2019-11-11,Standard Class,Home Office,MP-17470,1604,1
ES-2019-4806252,2019-01-28,2019-02-04,Standard Class,Consumer,JE-15715,1636,0
ES-2019-4811686,2019-06-03,2019-06-07,Standard Class,Consumer,IM-15055,1877,0
ES-2019-4818797,2019-08-10,2019-08-14,Standard Class,Home Office,DS-13030,2313,0
ES-2019-4825433,2019-03-17,2019-03-17,Same Day,Consumer,SC-20020,1654,0
ES-2019-4829315,2019-07-05,2019-07-07,Second Class,Consumer,SO-20335,2026,1
ES-2019-4834117,2019-08-14,2019-08-16,First Class,Consumer,SC-20020,2240,0
ES-2019-4840257,2019-03-27,2019-03-30,First Class,Corporate,JO-15145,2286,1
ES-2019-4844965,2019-11-16,2019-11-18,First Class,Corporate,AR-10345,1888,1
ES-2019-4848943,2019-06-26,2019-06-30,Standard Class,Corporate,DM-12955,1654,0
ES-2019-4868521,2019-08-05,2019-08-07,First Class,Corporate,AH-10075,2285,0
ES-2019-4869141,2019-08-24,2019-08-29,Second Class,Consumer,AT-10735,2424,0
ES-2019-4869643,2019-06-02,2019-06-07,Second Class,Consumer,TZ-21580,1647,0
ES-2019-4882132,2019-09-28,2019-10-02,Second Class,Consumer,JF-15490,2406,0
ES-2019-4896870,2019-08-07,2019-08-12,Standard Class,Consumer,LR-16915,1629,0
ES-2019-4899743,2019-06-20,2019-06-27,Standard Class,Consumer,AJ-10945,1647,0
ES-2019-4904223,2019-06-27,2019-06-27,Same Day,Consumer,KH-16510,2330,0
ES-2019-4907139,2019-06-14,2019-06-18,Standard Class,Corporate,MC-17635,1872,0
ES-2019-4907749,2019-03-27,2019-04-02,Standard Class,Corporate,DB-12970,1823,0
ES-2019-4913400,2019-08-03,2019-08-08,Standard Class,Home Office,CW-11905,2178,0
ES-2019-4920028,2019-12-05,2019-12-11,Standard Class,Home Office,VP-21730,1614,0
ES-2019-4928233,2019-08-26,2019-08-30,Standard Class,Consumer,KB-16315,1675,0
ES-2019-4934238,2019-02-03,2019-02-06,First Class,Consumer,JH-15820,1647,0
ES-2019-4934724,2019-10-05,2019-10-11,Standard Class,Consumer,ZC-21910,1633,0
ES-2019-4938915,2019-12-25,2019-12-29,Standard Class,Consumer,JC-15385,1905,0
ES-2019-4939707,2019-11-14,2019-11-17,First Class,Home Office,CD-12790,1817,0
ES-2019-4942348,2019-03-09,2019-03-13,Standard Class,Corporate,SM-20950,2647,0
ES-2019-4943358,2019-08-05,2019-08-11,Standard Class,Consumer,CG-12520,1717,0
ES-2019-4959766,2019-08-25,2019-08-27,Second Class,Home Office,MH-17290,1871,0
ES-2019-4959803,2019-01-26,2019-01-30,Standard Class,Home Office,KB-16405,1968,0
ES-2019-4964549,2019-01-03,2019-01-10,Standard Class,Corporate,VB-21745,1628,0
ES-2019-4978525,2019-06-16,2019-06-20,Standard Class,Consumer,NR-18550,1633,0
ES-2019-4984653,2019-01-06,2019-01-06,Same Day,Home Office,CC-12100,2585,0
ES-2019-4989862,2019-06-12,2019-06-16,Standard Class,Consumer,BD-11635,1706,0
ES-2019-4991722,2019-08-10,2019-08-16,Standard Class,Consumer,TP-21130,2260,0
ES-2019-4993978,2019-08-19,2019-08-20,First Class,Home Office,JJ-15760,1848,0
ES-2019-4997791,2019-12-31,2020-01-04,Standard Class,Consumer,DB-13060,2059,0
ES-2019-5011384,2019-08-21,2019-08-23,Second Class,Corporate,MC-17590,2047,0
ES-2019-5016521,2019-08-30,2019-09-04,Standard Class,Consumer,DO-13435,2312,0
ES-2019-5024975,2019-12-04,2019-12-07,First Class,Consumer,NG-18430,1938,0
ES-2019-5053352,2019-01-11,2019-01-13,First Class,Consumer,SG-20470,1941,0
ES-2019-5053715,2019-07-14,2019-07-16,Second Class,Home Office,CL-12700,1604,0
ES-2019-5064111,2019-12-18,2019-12-23,Standard Class,Consumer,CA-12265,1839,0
ES-2019-5064742,2019-09-28,2019-10-03,Standard Class,Consumer,GB-14575,1629,0
ES-2019-5070100,2019-11-20,2019-11-22,First Class,Consumer,JM-15865,1654,0
ES-2019-5100288,2019-01-08,2019-01-11,First Class,Corporate,GR-14560,2010,0
ES-2019-5103176,2019-10-20,2019-10-22,Second Class,Consumer,MG-17695,1628,0
ES-2019-5104765,2019-12-22,2019-12-22,Same Day,Corporate,VP-21760,1608,0
ES-2019-5112933,2019-08-11,2019-08-18,Standard Class,Consumer,JK-15370,1842,0
ES-2019-5113958,2019-08-02,2019-08-07,Second Class,Corporate,EB-13840,1605,0
ES-2019-5120264,2019-01-14,2019-01-17,First Class,Home Office,JL-15175,1818,0
ES-2019-5125870,2019-05-22,2019-05-29,Standard Class,Consumer,LC-17050,1821,0
ES-2019-5128771,2019-12-28,2020-01-04,Standard Class,Consumer,GZ-14470,1842,0
ES-2019-5138595,2019-07-25,2019-08-01,Standard Class,Corporate,LA-16780,1794,0
ES-2019-5149849,2019-11-11,2019-11-14,First Class,Corporate,TC-20980,1874,0
ES-2019-5158081,2019-11-27,2019-12-01,Standard Class,Home Office,MG-17650,1665,0
ES-2019-5159841,2019-03-20,2019-03-20,Same Day,Corporate,KN-16390,2391,0
ES-2019-5168556,2019-06-16,2019-06-16,Same Day,Corporate,Dl-13600,1792,0
ES-2019-5182504,2019-10-02,2019-10-08,Standard Class,Corporate,DJ-13420,1779,0
ES-2019-5183060,2019-09-18,2019-09-20,First Class,Consumer,CC-12670,1796,0
ES-2019-5186485,2019-08-14,2019-08-16,First Class,Consumer,JM-15865,2035,0
ES-2019-5188979,2019-01-26,2019-01-27,First Class,Corporate,KH-16330,1629,0
ES-2019-5195118,2019-10-11,2019-10-18,Standard Class,Home Office,SN-20560,2177,0
ES-2019-5202527,2019-08-08,2019-08-13,Second Class,Corporate,VW-21775,1794,0
ES-2019-5205311,2019-08-25,2019-08-27,Second Class,Corporate,MS-17980,1948,0
ES-2019-5206109,2019-12-27,2019-12-29,Second Class,Consumer,JR-15670,1633,0
ES-2019-5207465,2019-06-28,2019-07-04,Standard Class,Corporate,BP-11095,2341,1
ES-2019-5232287,2019-06-12,2019-06-16,Standard Class,Corporate,BB-11545,1636,0
ES-2019-5233735,2019-11-02,2019-11-06,Standard Class,Corporate,BO-11350,1932,0
ES-2019-5238758,2019-12-18,2019-12-24,Standard Class,Home Office,SJ-20125,1654,1
ES-2019-5247012,2019-06-03,2019-06-09,Standard Class,Corporate,BV-11245,2037,0
ES-2019-5249245,2019-05-02,2019-05-06,Standard Class,Consumer,PF-19225,1904,0
ES-2019-5252305,2019-06-21,2019-06-26,Standard Class,Home Office,BF-11170,2112,0
ES-2019-5259635,2019-12-06,2019-12-09,Second Class,Home Office,NK-18490,1647,0
ES-2019-5262396,2019-11-02,2019-11-05,First Class,Consumer,JK-15730,2563,0
ES-2019-5264524,2019-07-07,2019-07-11,Standard Class,Corporate,SW-20755,2121,0
ES-2019-5269514,2019-03-30,2019-03-31,First Class,Consumer,RH-19495,1873,0
ES-2019-5273222,2019-06-02,2019-06-06,Standard Class,Corporate,KL-16555,1968,0
ES-2019-5281549,2019-09-06,2019-09-11,Standard Class,Home Office,TW-21025,1862,0
ES-2019-5283047,2019-10-16,2019-10-18,First Class,Consumer,JF-15565,1802,0
ES-2019-5284545,2019-05-30,2019-06-03,Standard Class,Consumer,AB-10150,1666,0
ES-2019-5285727,2019-09-22,2019-09-24,Second Class,Consumer,OT-18730,1736,0
ES-2019-5298422,2019-07-12,2019-07-13,First Class,Corporate,EB-13975,2033,0
ES-2019-5307098,2019-02-07,2019-02-09,Second Class,Consumer,JL-15505,2207,0
ES-2019-5318538,2019-06-05,2019-06-09,Standard Class,Consumer,GA-14725,1760,0
ES-2019-5325598,2019-05-23,2019-05-28,Second Class,Corporate,KD-16495,1654,0
ES-2019-5327329,2019-09-11,2019-09-16,Standard Class,Consumer,EB-14110,1787,0
ES-2019-5327902,2019-01-14,2019-01-18,Second Class,Consumer,CT-11995,2107,0
ES-2019-5336654,2019-04-28,2019-05-05,Standard Class,Home Office,RM-19675,1636,0
ES-2019-5338551,2019-11-30,2019-12-04,Standard Class,Consumer,EH-14185,1778,0
ES-2019-5343508,2019-08-28,2019-08-29,First Class,Corporate,HW-14935,1629,0
ES-2019-5345056,2019-07-06,2019-07-12,Standard Class,Consumer,SC-20800,2344,0
ES-2019-5356719,2019-02-21,2019-02-24,Second Class,Consumer,JC-15385,2340,0
ES-2019-5359319,2019-07-04,2019-07-08,Standard Class,Corporate,DB-12970,1872,0
ES-2019-5362507,2019-11-10,2019-11-14,Standard Class,Consumer,WB-21850,1759,0
ES-2019-5365524,2019-02-23,2019-02-28,Standard Class,Home Office,BT-11305,1818,1
ES-2019-5371207,2019-01-25,2019-01-29,Standard Class,Consumer,GB-14575,1647,0
ES-2019-5373843,2019-09-19,2019-09-26,Standard Class,Corporate,MF-17665,2088,0
ES-2019-5382495,2019-11-08,2019-11-10,Second Class,Corporate,LW-16825,1636,0
ES-2019-5384501,2019-04-25,2019-04-30,Standard Class,Consumer,BD-11725,1772,0
ES-2019-5402571,2019-11-08,2019-11-12,Standard Class,Consumer,JK-15370,2001,0
ES-2019-5411795,2019-07-05,2019-07-11,Standard Class,Consumer,SW-20245,2027,0
ES-2019-5414152,2019-08-31,2019-09-06,Standard Class,Home Office,EM-14140,1987,0
ES-2019-5419499,2019-03-18,2019-03-22,Second Class,Consumer,AA-10480,1654,0
ES-2019-5420130,2019-12-21,2019-12-23,First Class,Corporate,LS-17200,1692,0
ES-2019-5426608,2019-09-05,2019-09-07,Second Class,Corporate,CA-11965,1885,0
