prodID,name,price,subCatID
US-FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",4.97,FUR-104
US-FUR-FU-10000023,Eldon Wave Desk Accessories,5.89,FUR-104
US-FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,7.70,FUR-104
US-FUR-FU-10000076,24-Hour Round Wall Clock,19.98,FUR-104
US-FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,FUR-104
US-FUR-FU-10000175,DAX Wood Document Frame,13.73,FUR-104
US-FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,32.48,FUR-104
US-FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,FUR-104
US-FUR-FU-10000221,"Master Caster Door Stop, Brown",5.08,FUR-104
US-FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",32.48,FUR-104
US-FUR-FU-10000246,Aluminum Document Frame,12.22,FUR-104
US-FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",8.09,FUR-104
US-FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,105.34,FUR-104
US-FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,105.29,FUR-104
US-FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",70.98,FUR-104
US-FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,62.18,FUR-104
US-FUR-FU-10000320,OIC Stacking Trays,3.34,FUR-104
US-FUR-FU-10000397,Luxo Economy Swing Arm Lamp,19.94,FUR-104
US-FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,FUR-104
US-FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,15.98,FUR-104
US-FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",29.34,FUR-104
US-FUR-FU-10000550,Stacking Trays by OIC,4.98,FUR-104
US-FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,209.84,FUR-104
US-FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,13.79,FUR-104
US-FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",11.76,FUR-104
US-FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",8.57,FUR-104
US-FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,FUR-104
US-FUR-FU-10000732,Eldon 200 Class Desk Accessories,6.28,FUR-104
US-FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,FUR-104
US-FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,6.24,FUR-104
US-FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,26.48,FUR-104
US-FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",6.28,FUR-104
US-FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",9.14,FUR-104
US-FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,16.99,FUR-104
US-FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,FUR-104
US-FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",4.86,FUR-104
US-FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",9.48,FUR-104
US-FUR-FU-10001057,Tensor Track Tree Floor Lamp,19.99,FUR-104
US-FUR-FU-10001085,3M Polarizing Light Filter Sleeves,18.65,FUR-104
US-FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,26.48,FUR-104
US-FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,FUR-104
US-FUR-FU-10001196,DAX Cubicle Frames - 8x10,5.77,FUR-104
US-FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,FUR-104
US-FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,42.10,FUR-104
US-FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",26.72,FUR-104
US-FUR-FU-10001424,Dax Clear Box Frame,8.73,FUR-104
US-FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,170.98,FUR-104
US-FUR-FU-10001473,DAX Wood Document Frame,13.73,FUR-104
US-FUR-FU-10001475,"Contract Clock, 14"", Brown",21.98,FUR-104
US-FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",6.98,FUR-104
US-FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",105.98,FUR-104
US-FUR-FU-10001546,Dana Swing-Arm Lamps,10.68,FUR-104
US-FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",29.18,FUR-104
US-FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,12.20,FUR-104
US-FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,FUR-104
US-FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",10.40,FUR-104
US-FUR-FU-10001706,Longer-Life Soft White Bulbs,3.08,FUR-104
US-FUR-FU-10001731,Acrylic Self-Standing Desk Frames,2.67,FUR-104
US-FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",19.04,FUR-104
US-FUR-FU-10001847,Eldon Image Series Black Desk Accessories,4.14,FUR-104
US-FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",1.74,FUR-104
US-FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",19.40,FUR-104
US-FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10.64,FUR-104
US-FUR-FU-10001876,"Computer Room Manger, 14""",32.48,FUR-104
US-FUR-FU-10001889,Ultra Door Pull Handle,10.52,FUR-104
US-FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,4.73,FUR-104
US-FUR-FU-10001934,Magnifier Swing Arm Lamp,20.98,FUR-104
US-FUR-FU-10001935,3M Hangers With Command Adhesive,3.70,FUR-104
US-FUR-FU-10001940,Staple-based wall hangings,7.96,FUR-104
US-FUR-FU-10001967,Telescoping Adjustable Floor Lamp,19.99,FUR-104
US-FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,40.97,FUR-104
US-FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",50.98,FUR-104
US-FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",22.23,FUR-104
US-FUR-FU-10002045,"Executive Impressions 14""",22.23,FUR-104
US-FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,8.98,FUR-104
US-FUR-FU-10002107,Eldon Pizzaz Desk Accessories,2.23,FUR-104
US-FUR-FU-10002111,"Master Caster Door Stop, Large Brown",7.28,FUR-104
US-FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,FUR-104
US-FUR-FU-10002157,Artistic Insta-Plaque,15.68,FUR-104
US-FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,6.98,FUR-104
US-FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,3.94,FUR-104
US-FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",42.94,FUR-104
US-FUR-FU-10002268,Ultra Door Push Plate,4.91,FUR-104
US-FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",110.98,FUR-104
US-FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",7.38,FUR-104
US-FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,41.47,FUR-104
US-FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",12.58,FUR-104
US-FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",9.48,FUR-104
US-FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",7.28,FUR-104
US-FUR-FU-10002501,Nu-Dell Executive Frame,12.64,FUR-104
US-FUR-FU-10002505,Eldon 100 Class Desk Accessories,3.37,FUR-104
US-FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,FUR-104
US-FUR-FU-10002508,Document Clip Frames,8.34,FUR-104
US-FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",36.65,FUR-104
US-FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,FUR-104
US-FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",4.94,FUR-104
US-FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13.40,FUR-104
US-FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.70,FUR-104
US-FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",64.45,FUR-104
US-FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,19.98,FUR-104
US-FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",20.24,FUR-104
US-FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,39.89,FUR-104
US-FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",28.48,FUR-104
US-FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,4.82,FUR-104
US-FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,FUR-104
US-FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",99.23,FUR-104
US-FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",6.28,FUR-104
US-FUR-FU-10002963,"Master Caster Door Stop, Gray",5.08,FUR-104
US-FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",4.84,FUR-104
US-FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43.13,FUR-104
US-FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",33.98,FUR-104
US-FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",7.59,FUR-104
US-FUR-FU-10003142,"Master Big Foot Doorstop, Beige",5.28,FUR-104
US-FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,88.84,FUR-104
US-FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",9.65,FUR-104
US-FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,20.98,FUR-104
US-FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,39.98,FUR-104
US-FUR-FU-10003274,Regeneration Desk Collection,1.76,FUR-104
US-FUR-FU-10003347,Coloredge Poster Frame,14.20,FUR-104
US-FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,49.34,FUR-104
US-FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",69.96,FUR-104
US-FUR-FU-10003424,Nu-Dell Oak Frame,10.68,FUR-104
US-FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",20.28,FUR-104
US-FUR-FU-10003489,Contemporary Borderless Frame,8.61,FUR-104
US-FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,27.42,FUR-104
US-FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",68.77,FUR-104
US-FUR-FU-10003577,Nu-Dell Leatherette Frames,14.34,FUR-104
US-FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",92.23,FUR-104
US-FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",27.06,FUR-104
US-FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",95.46,FUR-104
US-FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",12.35,FUR-104
US-FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",60.65,FUR-104
US-FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,8.37,FUR-104
US-FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,FUR-104
US-FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,79.52,FUR-104
US-FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",19.78,FUR-104
US-FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",17.78,FUR-104
US-FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",151.36,FUR-104
US-FUR-FU-10003829,Stackable Trays,3.08,FUR-104
US-FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",9.38,FUR-104
US-FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,FUR-104
US-FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",15.28,FUR-104
US-FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,40.89,FUR-104
US-FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,78.69,FUR-104
US-FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,FUR-104
US-FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",12.58,FUR-104
US-FUR-FU-10003981,Eldon Wave Desk Accessories,2.08,FUR-104
US-FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",42.65,FUR-104
US-FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,FUR-104
US-FUR-FU-10004018,Tensor Computer Mounted Lamp,14.89,FUR-104
US-FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,5.47,FUR-104
US-FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,20.24,FUR-104
US-FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,FUR-104
US-FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",22.23,FUR-104
US-FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,FUR-104
US-FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,34.23,FUR-104
US-FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",4.95,FUR-104
US-FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,102.30,FUR-104
US-FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",20.28,FUR-104
US-FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",4.18,FUR-104
US-FUR-FU-10004306,Electrix Halogen Magnifier Lamp,194.30,FUR-104
US-FUR-FU-10004351,Staple-based wall hangings,9.74,FUR-104
US-FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",4.48,FUR-104
US-FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",39.29,FUR-104
US-FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,6.64,FUR-104
US-FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",20.94,FUR-104
US-FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,55.50,FUR-104
US-FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,54.20,FUR-104
US-FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,FUR-104
US-FUR-FU-10004666,DAX Clear Channel Poster Frame,14.58,FUR-104
US-FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",17.67,FUR-104
US-FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",14.14,FUR-104
US-FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,FUR-104
US-FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",51.65,FUR-104
US-FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,FUR-104
US-FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",63.94,FUR-104
US-FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",75.98,FUR-104
US-FUR-FU-10004909,Contemporary Wood/Metal Frame,16.16,FUR-104
US-FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",54.74,FUR-104
US-FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",22.98,FUR-104
US-FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",8.75,FUR-104
US-FUR-FU-10004973,Flat Face Poster Frame,18.84,FUR-104
US-FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,FUR-103
US-FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,348.21,FUR-103
US-FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",227.55,FUR-103
US-FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",217.85,FUR-103
US-FUR-TA-10000849,Bevis Rectangular Conference Tables,145.98,FUR-103
US-FUR-TA-10001039,KI Adjustable-Height Table,85.98,FUR-103
US-FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",151.99,FUR-103
US-FUR-TA-10001095,Chromcraft Round Conference Tables,174.29,FUR-103
US-FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,FUR-103
US-FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,FUR-103
US-FUR-TA-10001539,Chromcraft Rectangular Conference Tables,236.97,FUR-103
US-FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,44.43,FUR-103
US-FUR-TA-10001691,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",85.29,FUR-103
US-FUR-TA-10001705,Bush Advantage Collection Round Conference Table,212.60,FUR-103
US-FUR-TA-10001768,Hon Racetrack Conference Tables,262.51,FUR-103
US-FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",230.98,FUR-103
US-FUR-TA-10001857,Balt Solid Wood Rectangular Table,105.49,FUR-103
US-FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,179.29,FUR-103
US-FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,424.21,FUR-103
US-FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",320.64,FUR-103
US-FUR-TA-10001950,Balt Solid Wood Round Tables,446.49,FUR-103
US-FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",179.29,FUR-103
US-FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",333.36,FUR-103
US-FUR-TA-10002356,Bevis Boat-Shaped Conference Table,262.11,FUR-103
US-FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",150.98,FUR-103
US-FUR-TA-10002533,BPI Conference Tables,146.05,FUR-103
US-FUR-TA-10002607,KI Conference Tables,70.89,FUR-103
US-FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",170.98,FUR-103
US-FUR-TA-10002645,Hon Rectangular Conference Tables,227.55,FUR-103
US-FUR-TA-10002774,Laminate Occasional Tables,154.13,FUR-103
US-FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,146.34,FUR-103
US-FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",259.71,FUR-103
US-FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",260.98,FUR-103
US-FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",182.55,FUR-103
US-FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",550.98,FUR-103
US-FUR-TA-10003392,Global Adaptabilities Conference Tables,280.98,FUR-103
US-FUR-TA-10003469,Balt Split Level Computer Training Table,138.75,FUR-103
US-FUR-TA-10003473,Bretford Rectangular Conference Table Tops,376.13,FUR-103
US-FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,400.98,FUR-103
US-FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,209.37,FUR-103
US-FUR-TA-10003748,Bevis 36 x 72 Conference Tables,124.49,FUR-103
US-FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,15.23,FUR-103
US-FUR-TA-10003954,Hon 94000 Series Round Tables,296.18,FUR-103
US-FUR-TA-10004086,KI Adjustable-Height Table,85.98,FUR-103
US-FUR-TA-10004147,Hon 4060 Series Tables,111.96,FUR-103
US-FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",100.80,FUR-103
US-FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,FUR-103
US-FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",341.06,FUR-103
US-FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,417.40,FUR-103
US-FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,FUR-103
US-FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,286.85,FUR-103
US-FUR-TA-10004534,Bevis 44 x 96 Conference Tables,205.90,FUR-103
US-FUR-TA-10004575,Hon 5100 Series Wood Tables,290.98,FUR-103
US-FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,147.83,FUR-103
US-FUR-TA-10004619,Hon Non-Folding Utility Tables,159.31,FUR-103
US-FUR-TA-10004767,Safco Drafting Table,70.98,FUR-103
US-FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",303.76,FUR-103
US-OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,60.97,OFF-105
US-OFF-AP-10000027,Hoover Commercial SteamVac,13.58,OFF-105
US-OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,32.48,OFF-105
US-OFF-AP-10000124,Acco 6 Outlet Guardian Basic Surge Suppressor,8.32,OFF-105
US-OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,42.98,OFF-105
US-OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,123.38,OFF-105
US-OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,53.48,OFF-105
US-OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,11.70,OFF-105
US-OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",328.14,OFF-105
US-OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,39.48,OFF-105
US-OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,12.98,OFF-105
US-OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,60.98,OFF-105
US-OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,39.48,OFF-105
US-OFF-AP-10000595,Disposable Triple-Filter Dust Bags,4.37,OFF-105
US-OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,20.27,OFF-105
US-OFF-AP-10000696,Holmes Odor Grabber,14.42,OFF-105
US-OFF-AP-10000804,Hoover Portapower Portable Vacuum,4.48,OFF-105
US-OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,180.98,OFF-105
US-OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,131.12,OFF-105
US-OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,100.98,OFF-105
US-OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,78.65,OFF-105
US-OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,279.81,OFF-105
US-OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,80.98,OFF-105
US-OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,46.89,OFF-105
US-OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,54.48,OFF-105
US-OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,80.48,OFF-105
US-OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,50.98,OFF-105
US-OFF-AP-10001293,Belkin 8 Outlet Surge Protector,40.98,OFF-105
US-OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.90,OFF-105
US-OFF-AP-10001366,Staple holder,10.98,OFF-105
US-OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,90.24,OFF-105
US-OFF-AP-10001394,Harmony Air Purifier,189.00,OFF-105
US-OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,41.71,OFF-105
US-OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,OFF-105
US-OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,48.58,OFF-105
US-OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,232.58,OFF-105
US-OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,OFF-105
US-OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,3.48,OFF-105
US-OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,OFF-105
US-OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,OFF-105
US-OFF-AP-10002082,Holmes HEPA Air Purifier,21.78,OFF-105
US-OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,OFF-105
US-OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,59.98,OFF-105
US-OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,4.06,OFF-105
US-OFF-AP-10002222,Staple holder,8.67,OFF-105
US-OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",4.37,OFF-105
US-OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,OFF-105
US-OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,18.84,OFF-105
US-OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,44.01,OFF-105
US-OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,OFF-105
US-OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",104.65,OFF-105
US-OFF-AP-10002472,3M Office Air Cleaner,25.98,OFF-105
US-OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",62.05,OFF-105
US-OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,177.98,OFF-105
US-OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,OFF-105
